0.000019,0.000009,0.000256,0.001284,0.001444,0.002107,0.014594,0.017440,0.028541,0.151613,0.271152,0.252558,0.146421,0.072660,0.033334,0.016875,0.004028,0.000220,0.000190,0.000050
0.000019,0.000008,0.000224,0.001238,0.001451,0.002410,0.014911,0.016270,0.031030,0.161118,0.301475,0.247070,0.137586,0.066823,0.031471,0.015810,0.003705,0.000195,0.000171,0.000044
0.000039,0.000109,0.000707,0.001300,0.001024,0.013556,0.095291,0.123650,0.182548,0.164924,0.081591,0.126531,0.145991,0.069165,0.009725,0.003498,0.000961,0.000516,0.000401,0.000174
0.000313,0.000376,0.000554,0.001204,0.007961,0.034295,0.088249,0.150982,0.117594,0.067932,0.119988,0.137456,0.126845,0.083944,0.026866,0.003181,0.001931,0.002243,0.001083,0.000290
0.000038,0.000092,0.000243,0.001778,0.005297,0.005167,0.023336,0.187686,0.373737,0.233426,0.045577,0.046819,0.022936,0.001924,0.001191,0.000201,0.000052,0.000021,0.000005,0.000002
0.000071,0.000045,0.000395,0.001619,0.003141,0.004072,0.050846,0.166428,0.141090,0.053687,0.192540,0.248820,0.080598,0.027276,0.010676,0.000802,0.000582,0.000695,0.000435,0.000061
0.000009,0.000022,0.000029,0.000308,0.002103,0.004234,0.008462,0.036991,0.154970,0.328624,0.271975,0.114424,0.040440,0.022811,0.012847,0.009610,0.004619,0.000714,0.000138,0.000020
0.000013,0.000011,0.000023,0.000347,0.000781,0.002147,0.010448,0.058500,0.220471,0.324384,0.242326,0.076479,0.022882,0.014262,0.001946,0.000347,0.000131,0.000171,0.000100,0.000035
0.000039,0.000239,0.000437,0.000494,0.002689,0.011556,0.019046,0.018809,0.119241,0.303213,0.229690,0.106715,0.103112,0.052539,0.003311,0.000104,0.000184,0.000157,0.000074,0.000039
0.000010,0.000039,0.000142,0.000215,0.000233,0.000360,0.001096,0.027248,0.152526,0.341340,0.251321,0.122571,0.071877,0.011165,0.010303,0.000736,0.000226,0.000077,0.000009,0.000023
0.000037,0.000272,0.000682,0.000515,0.005990,0.019804,0.021289,0.130031,0.120322,0.129334,0.297056,0.190785,0.052366,0.021437,0.012086,0.002639,0.000814,0.000297,0.000098,0.000047
0.000020,0.000106,0.000483,0.000854,0.000659,0.000779,0.034465,0.108624,0.194974,0.219936,0.166606,0.153770,0.105171,0.011642,0.000343,0.000615,0.000480,0.000191,0.000044,0.000017
0.000016,0.000032,0.000067,0.000273,0.001692,0.003202,0.005889,0.026071,0.151524,0.367062,0.276448,0.108394,0.034542,0.035605,0.006351,0.000362,0.000327,0.000020,0.000014,0.000015
0.000125,0.000703,0.002047,0.003420,0.001779,0.000292,0.018616,0.168523,0.396467,0.283166,0.066677,0.043401,0.022751,0.010353,0.004644,0.001459,0.000265,0.000218,0.000116,0.000065
0.000142,0.000187,0.000382,0.001865,0.005899,0.025305,0.123924,0.216061,0.154292,0.038377,0.041801,0.077946,0.155724,0.134941,0.029194,0.003219,0.001869,0.000399,0.000255,0.000168
0.000010,0.000183,0.000783,0.001025,0.001617,0.007683,0.058132,0.218787,0.192774,0.059632,0.186431,0.201781,0.071691,0.004007,0.002102,0.000511,0.000212,0.000083,0.000030,0.000032
0.000100,0.000177,0.001130,0.001785,0.002335,0.004613,0.012605,0.189347,0.332022,0.239048,0.093127,0.038707,0.049603,0.042829,0.013260,0.004982,0.002530,0.000281,0.000099,0.000060
0.000029,0.000089,0.000113,0.001663,0.004814,0.005073,0.035137,0.071176,0.133399,0.150390,0.096178,0.157236,0.187368,0.100756,0.031960,0.007118,0.001223,0.000375,0.000196,0.000178
0.000046,0.000115,0.000234,0.000762,0.006881,0.016172,0.025175,0.085921,0.199477,0.271906,0.162875,0.102489,0.085605,0.015556,0.024369,0.016911,0.006118,0.000556,0.000022,0.000025
0.000038,0.000073,0.000058,0.000224,0.001218,0.002167,0.007133,0.028511,0.100642,0.282520,0.296777,0.168153,0.097706,0.033447,0.010457,0.006556,0.000846,0.000082,0.000072,0.000062
0.000025,0.000085,0.000965,0.001856,0.001169,0.002277,0.027534,0.169185,0.225065,0.127044,0.127709,0.136984,0.067695,0.065605,0.034896,0.003146,0.000585,0.000425,0.000628,0.000319
0.000069,0.000152,0.000151,0.000402,0.003946,0.012752,0.033072,0.095676,0.222616,0.172414,0.197994,0.205458,0.041517,0.002741,0.000973,0.001617,0.001229,0.000462,0.000128,0.000105
0.000012,0.000069,0.000159,0.000162,0.000470,0.009270,0.038901,0.046607,0.084354,0.208231,0.237859,0.195145,0.110279,0.018350,0.010567,0.003371,0.000753,0.000159,0.000019,0.000010
0.000082,0.000297,0.000699,0.001398,0.009201,0.035520,0.094332,0.202091,0.140846,0.047397,0.148250,0.189736,0.082965,0.024088,0.002902,0.002498,0.002130,0.000636,0.000183,0.000188
0.000030,0.000052,0.000279,0.000298,0.004752,0.018887,0.014618,0.052275,0.141349,0.152817,0.138487,0.192278,0.150937,0.076808,0.037439,0.014748,0.003102,0.000151,0.000093,0.000092
0.000410,0.000963,0.001670,0.002065,0.001573,0.015760,0.144144,0.278471,0.195504,0.041304,0.054113,0.138290,0.121521,0.024812,0.004435,0.002055,0.001441,0.000651,0.000175,0.000101
0.000038,0.000061,0.000111,0.000255,0.000598,0.004194,0.008222,0.090110,0.149296,0.097751,0.187932,0.241295,0.138340,0.057212,0.008089,0.001315,0.001010,0.000676,0.000364,0.000121
0.000065,0.000050,0.000073,0.000277,0.001746,0.015481,0.060972,0.106810,0.100147,0.143836,0.174244,0.172930,0.157909,0.056567,0.006486,0.001785,0.000402,0.000333,0.000192,0.000084
0.000038,0.000106,0.000269,0.000637,0.003138,0.007817,0.024943,0.051337,0.033433,0.086830,0.251049,0.301059,0.180987,0.051577,0.004986,0.001922,0.002518,0.001938,0.000879,0.000256
0.000012,0.000052,0.000120,0.000726,0.004010,0.006645,0.030840,0.077587,0.120762,0.305706,0.314982,0.095519,0.006144,0.002041,0.000632,0.000749,0.000345,0.000069,0.000076,0.000061
0.000003,0.000035,0.000159,0.000362,0.000411,0.000940,0.004846,0.005645,0.008457,0.087562,0.311452,0.383925,0.133301,0.035692,0.005057,0.000395,0.000136,0.000045,0.000044,0.000011
0.000007,0.000005,0.000018,0.001006,0.008079,0.015524,0.020432,0.068039,0.104672,0.174746,0.262722,0.162004,0.070684,0.077426,0.032790,0.009279,0.000798,0.000099,0.000067,0.000049
0.000051,0.000058,0.000219,0.000624,0.001355,0.004339,0.018576,0.031751,0.064485,0.184686,0.360955,0.284155,0.041692,0.020794,0.018026,0.003779,0.000566,0.000776,0.000250,0.000009
0.000396,0.000716,0.001754,0.002867,0.008857,0.041247,0.094822,0.150213,0.079159,0.147794,0.252814,0.139088,0.051303,0.014647,0.008450,0.001819,0.000168,0.000322,0.000492,0.000319
0.000030,0.000064,0.000039,0.000147,0.000864,0.003829,0.012343,0.012793,0.048478,0.180880,0.389493,0.330024,0.068647,0.005823,0.004465,0.000770,0.000176,0.000094,0.000105,0.000086
0.000014,0.000036,0.000122,0.000488,0.001944,0.005499,0.007371,0.043426,0.272058,0.365264,0.160782,0.074096,0.050828,0.016672,0.002422,0.001126,0.000629,0.000428,0.000214,0.000055
0.000053,0.000133,0.000359,0.000592,0.003557,0.008910,0.006645,0.060718,0.174893,0.243275,0.225582,0.156247,0.085595,0.031691,0.005008,0.005147,0.001584,0.000112,0.000027,0.000021
0.000071,0.000070,0.000049,0.000270,0.001184,0.006271,0.014253,0.020953,0.213592,0.290897,0.186919,0.164300,0.114946,0.017906,0.006132,0.002819,0.001204,0.000388,0.000066,0.000015
0.000037,0.000182,0.000801,0.002393,0.003912,0.006611,0.048198,0.210243,0.242820,0.196776,0.133328,0.071480,0.037593,0.032506,0.012568,0.002380,0.000167,0.000155,0.000167,0.000092
0.000167,0.000302,0.000437,0.001383,0.004032,0.010047,0.023618,0.151339,0.230184,0.120611,0.095141,0.127664,0.101303,0.078495,0.035803,0.008923,0.001484,0.000903,0.000458,0.000215
0.000093,0.000171,0.000797,0.001713,0.004881,0.019654,0.017067,0.026840,0.143400,0.323931,0.292147,0.140856,0.035942,0.004778,0.006491,0.006169,0.001712,0.000172,0.000163,0.000131
0.000514,0.000662,0.000863,0.002195,0.009252,0.035719,0.087011,0.134168,0.181648,0.128927,0.161473,0.184814,0.051724,0.004610,0.003776,0.001051,0.000182,0.000199,0.000141,0.000040
0.000004,0.000058,0.000134,0.000444,0.001429,0.003655,0.023307,0.035581,0.103477,0.328855,0.269503,0.073833,0.072707,0.061334,0.013061,0.001310,0.000265,0.000080,0.000045,0.000047
0.000054,0.000166,0.000437,0.000928,0.003647,0.009996,0.016705,0.073048,0.261833,0.262769,0.112245,0.126139,0.096769,0.021073,0.001956,0.003380,0.002251,0.000387,0.000065,0.000087
0.000061,0.000192,0.000242,0.000186,0.001652,0.003154,0.065137,0.212695,0.295566,0.174348,0.055138,0.102336,0.049384,0.015683,0.019724,0.007794,0.001004,0.000275,0.000070,0.000060
0.000012,0.000035,0.000116,0.000120,0.001356,0.011805,0.045587,0.064575,0.112834,0.244131,0.327190,0.146460,0.025442,0.020979,0.002420,0.000233,0.000097,0.000101,0.000056,0.000020
0.000003,0.000022,0.000112,0.000400,0.000451,0.000229,0.007659,0.019737,0.138958,0.409932,0.346167,0.090784,0.008624,0.003385,0.002044,0.001877,0.000468,0.000234,0.000121,0.000026
0.000214,0.000506,0.000336,0.000910,0.005513,0.012953,0.013683,0.117641,0.384694,0.266736,0.078986,0.086576,0.027276,0.005433,0.000688,0.000721,0.000909,0.000185,0.000029,0.000014
0.000021,0.000016,0.000142,0.000143,0.000270,0.003057,0.014610,0.069525,0.220350,0.263458,0.197767,0.141651,0.027934,0.020637,0.012896,0.001722,0.000269,0.000035,0.000005,0.000006
0.000091,0.000329,0.000886,0.002217,0.004554,0.006589,0.023092,0.099289,0.119484,0.100187,0.223778,0.247731,0.141279,0.044109,0.015884,0.003606,0.001669,0.001525,0.001157,0.000459
0.000024,0.000067,0.000074,0.000181,0.001970,0.003629,0.011180,0.041782,0.064396,0.178796,0.358765,0.264244,0.073064,0.012335,0.004018,0.001798,0.000531,0.000210,0.000049,0.000004
0.000034,0.000052,0.000027,0.000557,0.003448,0.003419,0.008783,0.037853,0.227296,0.377025,0.219899,0.079027,0.031635,0.012792,0.009395,0.002461,0.000216,0.000019,0.000033,0.000030
0.000025,0.000121,0.000307,0.000442,0.000601,0.004064,0.012903,0.065010,0.088291,0.107868,0.277359,0.312134,0.118221,0.024108,0.002545,0.000935,0.000772,0.000566,0.000293,0.000073
0.000050,0.000092,0.000108,0.000501,0.000876,0.004405,0.041396,0.066634,0.042482,0.156864,0.349049,0.238663,0.074018,0.040132,0.013634,0.002683,0.000328,0.000253,0.000128,0.000025
0.000029,0.000031,0.000519,0.001534,0.001024,0.008944,0.044944,0.074947,0.112675,0.190066,0.267265,0.208890,0.072517,0.014470,0.018436,0.006211,0.001350,0.000465,0.000131,0.000012
0.000075,0.000150,0.000552,0.001321,0.001936,0.002076,0.003616,0.018622,0.122301,0.328965,0.304584,0.076976,0.049359,0.030831,0.020172,0.007083,0.001548,0.000390,0.000147,0.000021
0.000014,0.000081,0.000442,0.001376,0.001829,0.000940,0.006134,0.035855,0.181183,0.324069,0.243070,0.095146,0.037445,0.044894,0.025911,0.003760,0.000160,0.000127,0.000177,0.000112
0.000035,0.000019,0.000005,0.000496,0.005846,0.011254,0.027601,0.054274,0.127059,0.309152,0.320421,0.126809,0.010513,0.016539,0.007713,0.002259,0.000571,0.000118,0.000023,0.000038
0.000090,0.000172,0.000179,0.000686,0.001247,0.001950,0.058825,0.253417,0.323275,0.173069,0.114481,0.035578,0.012555,0.009750,0.001623,0.001105,0.000509,0.000051,0.000025,0.000015
0.000032,0.000049,0.000215,0.000212,0.002540,0.006462,0.012260,0.090530,0.235492,0.305739,0.217353,0.076413,0.027224,0.031198,0.008336,0.002708,0.001770,0.000163,0.000184,0.000110
0.000116,0.000256,0.000557,0.001691,0.006140,0.014859,0.045087,0.130854,0.083203,0.226254,0.235799,0.096619,0.085012,0.048212,0.017175,0.010806,0.004587,0.001176,0.000292,0.000063
0.000057,0.000067,0.000130,0.000754,0.001510,0.012819,0.017746,0.105061,0.255685,0.162601,0.135897,0.220397,0.080620,0.011093,0.008232,0.005583,0.000809,0.000044,0.000037,0.000025
0.000043,0.000121,0.000219,0.000418,0.000590,0.000909,0.006048,0.012192,0.016230,0.166351,0.382892,0.268867,0.087354,0.007341,0.008269,0.002403,0.003095,0.001238,0.000258,0.000051
0.000010,0.000025,0.000094,0.000201,0.000194,0.000635,0.007330,0.026764,0.051172,0.304239,0.460740,0.160483,0.008152,0.000431,0.001159,0.000975,0.000130,0.000029,0.000025,0.000010
0.000022,0.000068,0.000194,0.000450,0.001052,0.002397,0.004859,0.005483,0.040558,0.103711,0.236041,0.292000,0.193145,0.133329,0.041142,0.003164,0.000528,0.000409,0.000316,0.000196
0.000104,0.000087,0.001098,0.003736,0.002963,0.018777,0.067438,0.074682,0.190100,0.350262,0.219249,0.037305,0.017847,0.014306,0.001144,0.000857,0.000840,0.000518,0.000128,0.000059
0.000029,0.000041,0.000047,0.000523,0.002496,0.010414,0.042016,0.040027,0.128929,0.248879,0.250105,0.185742,0.066272,0.009858,0.002523,0.002674,0.001099,0.000333,0.000087,0.000015
0.000063,0.000111,0.000220,0.000333,0.000562,0.000443,0.012584,0.050822,0.156630,0.359635,0.268491,0.053530,0.019355,0.010826,0.002952,0.000674,0.000166,0.000030,0.000031,0.000024
